Scientific Name,Matched Scientific Name,Revised.CTDB.name,Latitude - original,Longitude - original,Year - parsed,turbidity,highSST,lowSST,meanSST,waveenergy
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.772,146.532,1981,0.11222704,28.619999,21.779999,25.599998,0.043329
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.686,146.566,1981,0.06353092,28.599998,22.21,25.67,0.044006
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-23.438,151.968,1981,0.07023853,26.88,21.279999,24.019999,0.061152
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.774,146.522,1981,0.11222704,,,,0.043329
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-20.333,148.85,1981,,,,,0.043984
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-21.833,151.8,1981,0.07361401,27.63,21.81,24.92,0.007151
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.73,146.69,1981,,28.519999,22.279999,25.64,0.02272
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-9.747,143.411,1981,0.07994187,28.91,25.369999,27.279999,0.117808
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.56,146.49,1981,0.09267254,,,,0.033358
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-23.55,151.66,1981,0.053365964,27.15,20.439999,23.85,0.056398
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.682,146.513,1981,0.10684275,28.71,22,25.619999,0.03283
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-21.116,152.766,1981,0.037419327,27.98,23.109999,25.539999,0.01469
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-9.918,144,1981,0.09150131,27.939999,24.9,26.64,0.419661
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.567,146.48,1981,0.09267254,28.81,22.16,25.74,0.033358
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-13.167,143.946,1981,0.08185032,28.01,24.42,26.359999,0.082431
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.657,146.503,1981,0.10684275,28.55,22.09,25.65,0.033358
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-21.737,152.415,1981,0.063178934,27.66,22.09,24.939999,0.249797
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-14.692,145.453,1981,0.06773445,28.42,23.65,26.109999,0.190269
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.76,146.69,1981,,28.59,22.07,25.619999,0.033244
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-23.7,152.183,1981,0.07025147,26.88,21.38,24.05,0.052434
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-10.2,142.81,1981,0.09777178,28.93,24.939999,27.099998,0.810446
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-20.966,150.083,1981,0.05858842,28.08,21.63,25.09,0.141905
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-14.68,145.472,1981,0.05905779,28.33,23.74,26.119999,0.190269
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.6,146.483,1981,0.09267254,28.689999,22.09,25.699999,0.033358
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-14.663,145.448,1981,0.06773445,28.4,23.8,26.15,0.340304
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-21.5,152.416,1981,0.06887172,27.779999,22.519999,25.22,0.026827
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-18.814,146.432,1981,0.16435862,28.91,21.59,25.72,0.198713
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-23.627,152.181,1981,0.05991871,26.859999,21.55,24.13,0.017618
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,-14.65,145.462,1981,0.05905779,28.33,23.93,26.17,0.159632
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.766,146.533,1981,0.11222704,28.65,21.83,25.609999,0.043329
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-23.627,152.181,1981,0.05991871,26.859999,21.55,24.13,0.017618
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-17.25,151.44,1981,0.027919024,28.46,24.23,26.279999,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-23.605,152.159,1981,0.05991871,26.91,21.6,24.16,0.017618
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.68,146.59,1981,0.06353092,28.609999,22.31,25.689999,0.044006
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-12.783,143.702,1981,0.070740454,28.019999,24.24,26.38,0.041202
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.73,146.69,1981,,28.519999,22.279999,25.64,0.02272
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.232,146.638,1981,0.05736161,28.48,23.24,25.88,0.0263
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-19.333,158.666,1981,0.03431332,27.699999,23.55,25.609999,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-16.388,145.557,1981,0.09003542,28.769999,23.119999,26.01,0.022174
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-10.728,143.986,1981,0.09077215,27.859999,24.85,26.5,0.013147
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.567,146.48,1981,0.09267254,28.81,22.16,25.74,0.033358
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-20.283,149.06,1981,0.08063255,27.96,21.5,25.039999,0.260659
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-11.694,144.028,1981,0.062372394,28,24.6,26.449999,0.158486
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.6,146.483,1981,0.09267254,28.689999,22.09,25.699999,0.033358
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-16.6,150.283,1981,0.030781476,28.46,24.4,26.43,0.001776
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-14.696,145.451,1981,0.06773445,28.42,23.65,26.109999,0.190269
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-17.427,155.852,1981,0.06638362,28.38,24.33,26.34,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.199,146.809,1981,0.068078116,28.349998,23.279999,25.9,0.044387
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-11.739,144.101,1981,0.07918236,28.119999,24.529999,26.43,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-19.333,158.666,1981,0.03431332,27.699999,23.55,25.609999,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.657,146.503,1981,0.10684275,28.55,22.09,25.65,0.033358
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-23.635,152.155,1981,0.07025147,26.84,21.48,24.08,0.017618
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-14.524,144.964,1981,0.11641185,28.49,23.1,25.849998,0.181785
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-13.943,144.237,1981,0.08537894,28.33,23.529999,25.97,0.170795
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-19.883,158.316,1981,0.055503912,27.41,23.289999,25.279999,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-17.399,155.875,1981,0.030428972,28.41,24.35,26.38,
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-14.663,145.448,1981,0.06773445,28.4,23.8,26.15,0.340304
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-18.75,147.266,1981,0.04354394,28.4,23.13,25.84,0.037314
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-11.587,144.031,1981,0.073148206,27.92,24.539999,26.41,0.187238
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-20.966,150.083,1981,0.05858842,28.08,21.63,25.09,0.141905
"Porites (Porites) lutea Edwards & Haime, 1860",Porites (Porites) lutea,Porites lutea,-10.2,142.81,1981,0.09777178,28.93,24.939999,27.099998,0.810446
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-18.814,146.432,1981,0.16435862,28.91,21.59,25.72,0.198713
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-23.7,152.183,1981,0.07025147,26.88,21.38,24.05,0.052434
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-13.943,144.237,1981,0.08537894,28.33,23.529999,25.97,0.170795
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-23.55,151.66,1981,0.053365964,27.15,20.439999,23.85,0.056398
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-9.918,144,1981,0.09150131,27.939999,24.9,26.64,0.419661
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-10.2,142.81,1981,0.09777178,28.93,24.939999,27.099998,0.810446
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-13.166,143.95,1981,0.08185032,28.01,24.439999,26.38,0.082431
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-11.739,144.101,1981,0.07918236,28.119999,24.529999,26.43,
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-14.597,145.623,1981,0.06994386,28.24,24.42,26.359999,0.164298
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-18.8,147.533,1981,0.049818214,28.34,23.32,25.9,0.027375
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-20.976,150.527,1981,0.071129635,28.029999,21.859999,25.06,0.04255
"Porites (Porites) mayeri Vaughan, 1918",Porites (Porites) mayeri,Porites mayeri,-11.694,144.028,1981,0.062372394,28,24.6,26.449999,0.158486
"Porites (Porites) murrayensis Vaughan, 1918",Porites (Porites) murrayensis,Porites murrayensis,-23.605,152.159,1981,0.05991871,26.91,21.6,24.16,0.017618
"Porites (Porites) murrayensis Vaughan, 1918",Porites (Porites) murrayensis,Porites murrayensis,-17.25,151.44,1981,0.027919024,28.46,24.23,26.279999,
"Porites (Porites) murrayensis Vaughan, 1918",Porites (Porites) murrayensis,Porites murrayensis,-16.6,150.283,1981,0.030781476,28.46,24.4,26.43,0.001776
"Porites (Porites) murrayensis Vaughan, 1918",Porites (Porites) murrayensis,Porites murrayensis,-23.635,152.155,1981,0.07025147,26.84,21.48,24.08,0.017618
"Porites (Porites) murrayensis Vaughan, 1918",Porites (Porites) murrayensis,Porites murrayensis,-9.77,143.898,1981,0.10283766,28.65,25.14,26.99,0.061519
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-14.692,145.453,1981,0.06773445,28.42,23.65,26.109999,0.190269
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-20.976,150.527,1981,0.071129635,28.029999,21.859999,25.06,0.04255
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-13.246,143.958,1981,0.06352097,27.98,24.46,26.33,
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-9.775,143.86,1981,0.11162425,28.599998,25.119999,26.98,0.061519
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-11.587,144.031,1981,0.073148206,27.92,24.539999,26.41,0.187238
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-9.747,143.411,1981,0.07994187,28.91,25.369999,27.279999,0.117808
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-21.116,152.766,1981,0.037419327,27.98,23.109999,25.539999,0.01469
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-18.772,146.532,1981,0.11222704,28.619999,21.779999,25.599998,0.043329
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-16.28,149.96,1981,0.027516393,28.46,24.42,26.47,
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-16.6,150.283,1981,0.030781476,28.46,24.4,26.43,0.001776
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-14.4255,144.8168,1981,0.08600134,28.349998,23.25,25.949999,0.06581
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-18.232,146.638,1981,0.05736161,28.48,23.24,25.88,0.0263
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-13.943,144.237,1981,0.08537894,28.33,23.529999,25.97,0.170795
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-13.166,143.95,1981,0.08185032,28.01,24.439999,26.38,0.082431
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-21.2,152.566,1981,0.076359786,27.869999,22.859999,25.39,0.039754
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-10.2,142.81,1981,0.09777178,28.93,24.939999,27.099998,0.810446
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-18.567,146.48,1981,0.09267254,28.81,22.16,25.74,0.033358
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-9.926,144.048,1981,0.09687211,27.939999,24.85,26.609999,0.419661
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-9.912,144.066,1981,0.09687211,27.939999,24.83,26.59,0.092045
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-18.551,146.488,1981,0.07264904,,,,0.045232
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,-9.939,144.023,1981,0.09150131,27.939999,24.89,26.619999,0.419661
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-14.692,145.453,1981,0.06773445,28.42,23.65,26.109999,0.190269
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-18.567,146.48,1981,0.09267254,28.81,22.16,25.74,0.033358
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-17.399,155.875,1981,0.030428972,28.41,24.35,26.38,
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-11.694,144.028,1981,0.062372394,28,24.6,26.449999,0.158486
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-14.68,145.472,1981,0.05905779,28.33,23.74,26.119999,0.190269
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-16.28,149.96,1981,0.027516393,28.46,24.42,26.47,
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-23.55,151.66,1981,0.053365964,27.15,20.439999,23.85,0.056398
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-16.6,150.283,1981,0.030781476,28.46,24.4,26.43,0.001776
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-13.169,143.942,1981,0.08185032,28.01,24.42,26.359999,0.082431
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-18.68,146.59,1981,0.06353092,28.609999,22.31,25.689999,0.044006
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-19.883,158.316,1981,0.055503912,27.41,23.289999,25.279999,
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,-17.25,151.44,1981,0.027919024,28.46,24.23,26.279999,
"Porites (Porites) stephensoni Crossland, 1952",Porites (Porites) stephensoni,Porites stephensoni,-16.388,145.557,1981,0.09003542,28.769999,23.119999,26.01,0.022174
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-16.383,145.566,1981,0.09003542,28.779999,23.17,26.019999,0.022174
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-20.147,148.904,1981,,,,,0
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-20.333,148.85,1981,,,,,0.043984
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-10.2,142.81,1981,0.09777178,28.93,24.939999,27.099998,0.810446
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.76,146.69,1981,,28.59,22.07,25.619999,0.033244
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-20.966,150.083,1981,0.05858842,28.08,21.63,25.09,0.141905
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-10.483,142.2,1981,0.13985872,29.06,24.699999,27.019999,0.628914
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-9.939,144.023,1981,0.09150131,27.939999,24.89,26.619999,0.419661
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-31.547,159.059,1981,0.044356234,24.22,18.75,21.34,
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-14.732,145.194,1981,0.11542707,28.939999,23.109999,25.949999,0.054733
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-21.013,150.516,1981,0.071129635,28.029999,21.8,25.039999,0.04255
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-11.587,144.031,1981,0.073148206,27.92,24.539999,26.41,0.187238
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-9.58,143.74,1981,0.084291056,28.449999,25.43,27.13,0.038684
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-12.119,143.803,1981,0.09073071,27.98,24.48,26.32,0.07497
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-17.399,155.875,1981,0.030428972,28.41,24.35,26.38,
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.199,146.809,1981,0.068078116,28.349998,23.279999,25.9,0.044387
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.595,146.489,1981,0.09267254,,,,0.033358
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-14.368,145.373,1981,0.037831426,28.189999,24.31,26.26,0.130526
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.73,146.69,1981,,28.519999,22.279999,25.64,0.02272
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.567,146.48,1981,0.09267254,28.81,22.16,25.74,0.033358
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.6,146.483,1981,0.09267254,28.689999,22.09,25.699999,0.033358
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.682,146.513,1981,0.10684275,28.71,22,25.619999,0.03283
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-11.914,143.473,1981,0.12490065,28.96,24.32,26.65,0.134963
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-21.5,152.416,1981,0.06887172,27.779999,22.519999,25.22,0.026827
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.661,146.56,1981,0.06353092,28.63,22.23,25.71,0.044006
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-14.66,145.44,1981,0.06773445,28.42,23.789999,26.15,0.340304
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-9.926,144.048,1981,0.09687211,27.939999,24.85,26.609999,0.419661
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-21.5,152.416,1981,0.06887172,27.779999,22.519999,25.22,0.026827
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-9.747,143.411,1981,0.07994187,28.91,25.369999,27.279999,0.117808
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-14.524,144.964,1981,0.11641185,28.49,23.1,25.849998,0.181785
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.659,146.511,1981,0.10684275,,,,0.033358
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.232,146.638,1981,0.05736161,28.48,23.24,25.88,0.0263
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-14.693,145.657,1981,0.058236722,28.109999,24.22,26.269999,
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-20.966,150.083,1981,0.05858842,28.08,21.63,25.09,0.141905
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.766,146.533,1981,0.11222704,28.65,21.83,25.609999,0.043329
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-20.943,150.072,1981,0.05858842,28.099998,21.65,25.1,0.152254
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.68,146.59,1981,0.06353092,28.609999,22.31,25.689999,0.044006
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-14.663,145.448,1981,0.06773445,28.4,23.8,26.15,0.340304
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.56,146.49,1981,0.09267254,,,,0.033358
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-16.388,145.557,1981,0.09003542,28.769999,23.119999,26.01,0.022174
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-20.976,150.527,1981,0.071129635,28.029999,21.859999,25.06,0.04255
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,-18.772,146.532,1981,0.11222704,28.619999,21.779999,25.599998,0.043329
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-18.774,146.522,1975,0.11222704,,,,0.043329
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-9.904,144.114,1975,0.09687211,27.859999,24.769999,26.51,0.092045
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-13.169,143.942,1975,0.08185032,28.01,24.42,26.359999,0.082431
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-14.4251,144.8154,1975,0.08600134,28.32,23.23,25.93,0.06581
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-14.692,145.453,1975,0.06773445,28.42,23.65,26.109999,0.190269
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-9.868,144.16,1975,0.07802746,27.789999,24.88,26.529999,0.025527
"Psammocora contigua (Esper, 1797)",Psammocora contigua,Psammocora contigua,-18.5,147.57,1975,0.050956603,28.349998,23.65,26.05,0.034063
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-18.766,146.55,1975,0.094535045,28.73,21.869999,25.64,0.052587
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-9.901,144.184,1975,0.0851733,27.789999,24.859999,26.529999,0.025527
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-14.524,144.964,1975,0.11641185,28.49,23.1,25.849998,0.181785
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-18.659,146.511,1975,0.10684275,,,,0.033358
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-18.5,147.57,1975,0.050956603,28.349998,23.65,26.05,0.034063
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-14.658,145.448,1975,0.06773445,28.39,23.859999,26.16,0.128324
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-18.659,146.56,1975,0.06353092,28.63,22.23,25.71,0.016828
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-9.747,143.411,1975,0.07994187,28.91,25.369999,27.279999,0.117808
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-18.8,147.533,1975,0.049818214,28.34,23.32,25.9,0.027375
"Psammocora digitata Edwards & Haime, 1851",Psammocora digitata,Psammocora digitata,-14.692,145.453,1975,0.06773445,28.42,23.65,26.109999,0.190269
"Psammocora explanulata van der Horst, 1922",Psammocora explanulata,Cycloseris explanulata,-18.567,146.48,1975,0.09267254,28.81,22.16,25.74,0.033358
"Psammocora haimeana Edwards & Haime, 1851",Psammocora haimeana,Psammocora haimiana,-14.693,145.657,1975,0.058236722,28.109999,24.22,26.269999,
"Psammocora haimeana Edwards & Haime, 1851",Psammocora haimeana,Psammocora haimiana,-13.166,143.95,1975,0.08185032,28.01,24.439999,26.38,0.082431
"Psammocora nierstraszi van der Horst, 1921",Psammocora nierstraszi,Psammocora verrilli,-11.31,144.06,1975,0.080981165,28.05,24.619999,26.41,
"Psammocora profundacella Gardiner, 1898",Psammocora profundacella,Psammocora profundacella,-21.2,152.566,1975,0.076359786,27.869999,22.859999,25.39,0.039754
"Psammocora profundacella Gardiner, 1898",Psammocora profundacella,Psammocora profundacella,-14.651,145.491,1975,0.05905779,28.269999,23.93,26.17,0.159632
"Psammocora profundacella Gardiner, 1898",Psammocora profundacella,Psammocora profundacella,-21.737,152.415,1975,0.063178934,27.66,22.09,24.939999,0.249797
"Psammocora profundacella Gardiner, 1898",Psammocora profundacella,Psammocora profundacella,-14.66,145.44,1975,0.06773445,28.42,23.789999,26.15,0.340304
"Psammocora profundacella Gardiner, 1898",Psammocora profundacella,Psammocora profundacella,-14.697,145.46,1975,0.06773445,28.4,23.67,26.109999,0.190269
"Psammocora profundacella Gardiner, 1898",Psammocora profundacella,Psammocora profundacella,-20.147,148.904,1975,,,,,0
