Scientific Name,Matched Scientific Name,Revised.CTDB.name,Species - matched,Latitude - original,Longitude - original,Coordinate Uncertainty in Metres - parsed,Year - parsed,wave power,marspec_var,marspec_SST,MODIS_SST,turbidity,,,
"Acropora (Acropora) valida (Dana, 1846)",Acropora (Acropora) valida,Acropora valida,Acropora (Acropora) valida,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Acropora (Acropora) yongei,Acropora (Acropora) yongei,Acropora yongei,Acropora (Acropora) yongei,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Acropora (Acropora) yongei,Acropora (Acropora) yongei,Acropora yongei,Acropora (Acropora) yongei,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Acropora (Acropora) yongei,Acropora (Acropora) yongei,Acropora yongei,Acropora (Acropora) yongei,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Acropora (Acropora) yongei,Acropora (Acropora) yongei,Acropora yongei,Acropora (Acropora) yongei,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Acropora (Isopora) palifera (Lamarck, 1816)",Acropora (Isopora) palifera,Isopora palifera,Acropora (Isopora) palifera,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Acropora (Isopora) palifera (Lamarck, 1816)",Acropora (Isopora) palifera,Isopora palifera,Acropora (Isopora) palifera,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Acropora (Acropora) danai (Edwards & Haime, 1860)",Acropora danai,Acropora abrotanoides,,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Acropora (Acropora) danai (Edwards & Haime, 1860)",Acropora danai,Acropora abrotanoides,,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Acropora (Acropora) danai (Edwards & Haime, 1860)",Acropora danai,Acropora abrotanoides,,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Astreopora cucullata Lamberts, 1980",Astreopora cucullata,Astreopora cucullata,Astreopora cucullata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Astreopora cucullata Lamberts, 1980",Astreopora cucullata,Astreopora cucullata,Astreopora cucullata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Astreopora listeri Bernard, 1896",Astreopora listeri,Astreopora listeri,Astreopora listeri,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora monasteriata (Forsk´è_l, 1775)",Montipora,Montipora,,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora efflorescens Bernard, 1897",Montipora efflorescens,Montipora efflorescens,Montipora efflorescens,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora efflorescens Bernard, 1897",Montipora efflorescens,Montipora efflorescens,Montipora efflorescens,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora incrassata (Dana, 1846)",Montipora incrassata,Montipora incrassata,Montipora incrassata,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora nodosa (Dana, 1846)",Montipora nodosa,Montipora nodosa,Montipora nodosa,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora nodosa (Dana, 1846)",Montipora nodosa,Montipora nodosa,Montipora nodosa,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora nodosa (Dana, 1846)",Montipora nodosa,Montipora nodosa,Montipora nodosa,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora spongodes Bernard, 1897",Montipora spongodes,Montipora spongodes,Montipora spongodes,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora spongodes Bernard, 1897",Montipora spongodes,Montipora spongodes,Montipora spongodes,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora spongodes Bernard, 1897",Montipora spongodes,Montipora spongodes,Montipora spongodes,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,-29.454,159.111,3000,1983,,3.1822,21.92,21.977228,0.039703246,,,
"Coscinaraea mcneilli Wells, 1962",Coscinaraea mcneilli,Coscinaraea mcneilli,Coscinaraea mcneilli,-28.621,153.616,5000,1979,0.335356,4.4722,22.269999,22.412798,0.11863722,,,
"Acropora (Acropora) digitifera (Dana, 1846)",Acropora (Acropora) digitifera,Acropora digitifera,Acropora (Acropora) digitifera,-27.45,153.416,750,1983,1.177402,6.595,22.63,22.940586,0.25502554,,,
"Turbinaria frondens (Dana, 1846)",Turbinaria frondens,Turbinaria frondens,Turbinaria frondens,-27.45,153.416,750,1979,1.177402,6.595,22.63,22.940586,0.25502554,,,
"Turbinaria reniformis Bernard, 1896",Turbinaria reniformis,Turbinaria reniformis,Turbinaria reniformis,-27.45,153.416,750,1979,1.177402,6.595,22.63,22.940586,0.25502554,,,
"Favia speciosa (Dana, 1846)",Favia speciosa,Dipsastraea speciosa,Favia speciosa,-27.21,153.25,10000,1981,0.035744,7.3869,22.619999,22.742226,0.22026291,,,
"Acropora (Acropora) austera (Dana, 1846)",Acropora (Acropora) austera,Acropora austera,Acropora (Acropora) austera,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) clathrata (Brook, 1891)",Acropora (Acropora) clathrata,Acropora clathrata,Acropora (Acropora) clathrata,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) cytherea (Dana, 1846)",Acropora (Acropora) cytherea,Acropora cytherea,Acropora (Acropora) cytherea,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora (Acropora) divaricata,Acropora divaricata,Acropora (Acropora) divaricata,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora (Acropora) gemmifera,Acropora gemmifera,Acropora (Acropora) gemmifera,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) glauca (Brook, 1893)",Acropora (Acropora) glauca,Acropora glauca,Acropora (Acropora) glauca,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora (Acropora) hyacinthus,Acropora hyacinthus,Acropora (Acropora) hyacinthus,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) latistella (Brook, 1892)",Acropora (Acropora) latistella,Acropora latistella,Acropora (Acropora) latistella,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) lutkeni Crossland, 1952",Acropora (Acropora) lutkeni,Acropora lutkeni,Acropora (Acropora) lutkeni,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) microclados (Ehrenberg, 1834)",Acropora (Acropora) microclados,Acropora microclados,Acropora (Acropora) microclados,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora (Acropora) millepora,Acropora millepora,Acropora (Acropora) millepora,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) nana (Studer, 1878)",Acropora (Acropora) nana,Acropora nana,Acropora (Acropora) nana,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) palmerae Wells, 1954",Acropora (Acropora) palmerae,Acropora palmerae,Acropora (Acropora) palmerae,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) robusta (Dana, 1846)",Acropora (Acropora) robusta,Acropora robusta,Acropora (Acropora) robusta,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora (Acropora) sarmentosa,Acropora sarmentosa,Acropora (Acropora) sarmentosa,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) secale (Studer, 1878)",Acropora (Acropora) secale,Acropora secale,Acropora (Acropora) secale,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
Acropora solitaryensis,Acropora (Acropora) solitaryensis,Acropora solitaryensis,Acropora (Acropora) solitaryensis,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) subulata (Dana, 1846)",Acropora (Acropora) subulata,Acropora subulata,Acropora (Acropora) subulata,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) valida (Dana, 1846)",Acropora (Acropora) valida,Acropora valida,Acropora (Acropora) valida,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
Acropora (Acropora) verweyi,Acropora (Acropora) verweyi,Acropora verweyi,Acropora (Acropora) verweyi,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
Acropora (Acropora) yongei,Acropora (Acropora) yongei,Acropora yongei,Acropora (Acropora) yongei,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Isopora) palifera (Lamarck, 1816)",Acropora (Isopora) palifera,Isopora palifera,Acropora (Isopora) palifera,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) danai (Edwards & Haime, 1860)",Acropora danai,Acropora abrotanoides,,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora nobilis,Acropora intermedia,,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Astreopora listeri Bernard, 1896",Astreopora listeri,Astreopora listeri,Astreopora listeri,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,Astreopora moretonensis,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora caliculata (Dana, 1846)",Montipora caliculata,Montipora caliculata,Montipora caliculata,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora foliosa (Pallas, 1766)",Montipora foliosa,Montipora foliosa,Montipora foliosa,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora mollis Bernard, 1897",Montipora mollis,Montipora mollis,Montipora mollis,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora peltiformis Bernard, 1897",Montipora peltiformis,Montipora peltiformis,Montipora peltiformis,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora spongodes Bernard, 1897",Montipora spongodes,Montipora spongodes,Montipora spongodes,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora spumosa (Lamarck, 1816)",Montipora spumosa,Montipora spumosa,Montipora spumosa,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora tuberculosa (Lamarck, 1816)",Montipora tuberculosa,Montipora tuberculosa,Montipora tuberculosa,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Montipora venosa (Ehrenberg, 1834)",Montipora venosa,Montipora venosa,Montipora venosa,-26.978,153.486,500,1983,0.014867,4.1899,23.24,23.577866,0.054520253,,,
"Acropora (Acropora) cerealis (Dana, 1846)",Acropora (Acropora) cerealis,Acropora cerealis,Acropora (Acropora) cerealis,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora (Acropora) divaricata,Acropora divaricata,Acropora (Acropora) divaricata,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) florida (Dana, 1846)",Acropora (Acropora) florida,Acropora florida,Acropora (Acropora) florida,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,Acropora (Acropora) granulosa,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) latistella (Brook, 1892)",Acropora (Acropora) latistella,Acropora latistella,Acropora (Acropora) latistella,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) lutkeni Crossland, 1952",Acropora (Acropora) lutkeni,Acropora lutkeni,Acropora (Acropora) lutkeni,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) palmerae Wells, 1954",Acropora (Acropora) palmerae,Acropora palmerae,Acropora (Acropora) palmerae,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) valenciennesi (Edwards & Haime, 1860)",Acropora (Acropora) valenciennesi,Acropora valenciennesi,Acropora (Acropora) valenciennesi,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) valida (Dana, 1846)",Acropora (Acropora) valida,Acropora valida,Acropora (Acropora) valida,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
Acropora (Acropora) verweyi,Acropora (Acropora) verweyi,Acropora verweyi,Acropora (Acropora) verweyi,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Alveopora spongiosa Dana, 1846",Alveopora spongiosa,Alveopora spongiosa,Alveopora spongiosa,-23.905,152.389,500,1981,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Goniopora lobata Edwards & Haime, 1860",Goniopora lobata,Goniopora lobata,Goniopora lobata,-23.905,152.389,500,1981,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Goniopora minor Crossland, 1952",Goniopora minor,Goniopora minor,Goniopora minor,-23.905,152.389,500,1981,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,Goniopora tenuidens,-23.905,152.389,500,1981,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Montipora informis Bernard, 1897",Montipora informis,Montipora informis,Montipora informis,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Montipora tuberculosa (Lamarck, 1816)",Montipora tuberculosa,Montipora tuberculosa,Montipora tuberculosa,-23.905,152.389,500,1983,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Porites (Porites) australiensis Vaughan, 1918",Porites (Porites) australiensis,Porites australiensis,Porites (Porites) australiensis,-23.905,152.389,500,1981,0.75285,3.7157,24.08,24.41201,0.069237836,,,
"Acropora (Acropora) austera (Dana, 1846)",Acropora (Acropora) austera,Acropora austera,Acropora (Acropora) austera,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora (Acropora) divaricata,Acropora divaricata,Acropora (Acropora) divaricata,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Acropora (Acropora) latistella (Brook, 1892)",Acropora (Acropora) latistella,Acropora latistella,Acropora (Acropora) latistella,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora (Acropora) sarmentosa,Acropora sarmentosa,Acropora (Acropora) sarmentosa,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
Acropora (Acropora) verweyi,Acropora (Acropora) verweyi,Acropora verweyi,Acropora (Acropora) verweyi,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Alveopora fenestrata (Lamarck, 1816)",Alveopora fenestrata,Alveopora fenestrata,Alveopora fenestrata,-23.9,152.4,750,1981,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Alveopora spongiosa Dana, 1846",Alveopora spongiosa,Alveopora spongiosa,Alveopora spongiosa,-23.9,152.4,750,1981,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Goniopora lobata Edwards & Haime, 1860",Goniopora lobata,Goniopora lobata,Goniopora lobata,-23.9,152.4,750,1981,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Goniopora minor Crossland, 1952",Goniopora minor,Goniopora minor,Goniopora minor,-23.9,152.4,750,1981,0.75285,3.6785,24.09,24.41201,0.069237836,,,
Goniopora norfolkensis,Goniopora norfolkensis,Goniopora norfolkensis,Goniopora norfolkensis,-23.9,152.4,750,1981,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Montipora millepora Crossland, 1952",Montipora millepora,Montipora millepora,Montipora millepora,-23.9,152.4,750,1983,0.75285,3.6785,24.09,24.41201,0.069237836,,,
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora (Acropora) aculeus,Acropora aculeus,Acropora (Acropora) aculeus,-23.886,152.424,500,1983,0.75285,3.6325,24.15,24.532978,0.069237836,,,
"Acropora (Acropora) cerealis (Dana, 1846)",Acropora (Acropora) cerealis,Acropora cerealis,Acropora (Acropora) cerealis,-23.886,152.424,500,1983,0.75285,3.6325,24.15,24.532978,0.069237836,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-23.886,152.424,500,1983,0.75285,3.6325,24.15,24.532978,0.069237836,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-23.886,152.424,500,1983,0.75285,3.6325,24.15,24.532978,0.069237836,,,
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,Acropora (Acropora) granulosa,-23.886,152.424,500,1983,0.75285,3.6325,24.15,24.532978,0.069237836,,,
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora (Acropora) sarmentosa,Acropora sarmentosa,Acropora (Acropora) sarmentosa,-23.886,152.424,500,1983,0.75285,3.6325,24.15,24.532978,0.069237836,,,
