,species,site,present,Latitude,Longitude,stdev,SST_p50,Chl_50p,skewnes,TSM_50P,PAR_50P,abundance_world,depth_lower,depth_range,found_off_reef,growth_form,range_size_veron_.pixels.,reproductive_mode_.ahb.,sexual_system,substrate_attachment,water_clarity_preference,wave_exposure_preference,zooxanthellae_in_propagules_.ahb.
32387,Goniastrea.australensis,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37102,Hydnophora.exesa,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49158,Mycedium.elephantotus,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51367,Pavona.decussata,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54122,Platygyra.sinensis,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54577,Plesiastrea.versipora,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54746,Pocillopora.damicornis,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58535,Porites.stephensoni,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62554,Stylophora.pistillata,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64476,Turbinaria.mesenterina,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65080,Turbinaria.radicalis,150,0,-28.621,153.616,2.294607639,23.02687454,NA,0.136034921,NA,41.30210114,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3340,Acropora.cuneata,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5492,Acropora.gemmifera,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5632,Acropora.glauca,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6485,Acropora.humilis,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6631,Acropora.hyacinthus,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8161,Acropora.microclados,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8786,Acropora.monticulosa,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11776,Acropora.solitaryensis,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19111,Caulastrea.tumida,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25949,Favia.favus,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27422,Favia.speciosa,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29562,Fungia.fungites,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32403,Goniastrea.australensis,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37087,Hydnophora.exesa,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49143,Mycedium.elephantotus,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51388,Pavona.decussata,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54128,Platygyra.sinensis,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54588,Plesiastrea.versipora,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54683,Pocillopora.damicornis,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58654,Porites.stephensoni,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62590,Stylophora.pistillata,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64393,Turbinaria.mesenterina,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64895,Turbinaria.radicalis,87,0,-27.45,153.416,2.461994886,23.39812469,6.099709988,0.123172775,1.83026886,40.80699921,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3352,Acropora.cuneata,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5399,Acropora.gemmifera,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5565,Acropora.glauca,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6394,Acropora.humilis,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6601,Acropora.hyacinthus,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8094,Acropora.microclados,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8657,Acropora.monticulosa,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11785,Acropora.solitaryensis,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19037,Caulastrea.tumida,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25951,Favia.favus,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27446,Favia.speciosa,176,1,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29589,Fungia.fungites,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32530,Goniastrea.australensis,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37116,Hydnophora.exesa,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49179,Mycedium.elephantotus,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51307,Pavona.decussata,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54042,Platygyra.sinensis,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54537,Plesiastrea.versipora,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54652,Pocillopora.damicornis,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58639,Porites.stephensoni,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62564,Stylophora.pistillata,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64347,Turbinaria.mesenterina,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64933,Turbinaria.radicalis,176,0,-27.21,153.25,2.637243271,22.94812584,1.277781487,0.103341296,1.911904573,43.5377388,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3457,Acropora.cuneata,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5488,Acropora.gemmifera,39,1,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5721,Acropora.glauca,39,1,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6526,Acropora.humilis,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6633,Acropora.hyacinthus,39,1,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8080,Acropora.microclados,39,1,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8720,Acropora.monticulosa,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11799,Acropora.solitaryensis,39,1,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19051,Caulastrea.tumida,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25769,Favia.favus,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27458,Favia.speciosa,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29505,Fungia.fungites,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32395,Goniastrea.australensis,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37190,Hydnophora.exesa,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49029,Mycedium.elephantotus,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51493,Pavona.decussata,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54057,Platygyra.sinensis,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54568,Plesiastrea.versipora,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54779,Pocillopora.damicornis,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58663,Porites.stephensoni,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62504,Stylophora.pistillata,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64435,Turbinaria.mesenterina,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65077,Turbinaria.radicalis,39,0,-26.978,153.486,2.191051006,23.62312508,0.497140914,0.008221687,0.512749553,44.28115845,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3363,Acropora.cuneata,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5424,Acropora.gemmifera,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5727,Acropora.glauca,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6408,Acropora.humilis,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6755,Acropora.hyacinthus,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8128,Acropora.microclados,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8843,Acropora.monticulosa,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11831,Acropora.solitaryensis,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19058,Caulastrea.tumida,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25806,Favia.favus,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27451,Favia.speciosa,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29604,Fungia.fungites,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32516,Goniastrea.australensis,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37180,Hydnophora.exesa,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49185,Mycedium.elephantotus,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51335,Pavona.decussata,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54002,Platygyra.sinensis,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54395,Plesiastrea.versipora,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54705,Pocillopora.damicornis,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58675,Porites.stephensoni,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62434,Stylophora.pistillata,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64475,Turbinaria.mesenterina,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65060,Turbinaria.radicalis,80,0,-23.905,152.389,2.124328852,24.52312469,0.282891065,0.039994232,0.432219625,45.36991119,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3353,Acropora.cuneata,73,0,-23.9,152.4,2.11517787,24.5625,0.269579947,0.02441079,0.434509486,45.36991119,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5441,Acropora.gemmifera,73,0,-23.9,152.4,2.11517787,24.5625,0.269579947,0.02441079,0.434509486,45.36991119,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
